"Pk","Player","College","draft_year","athlete_id","team_id","athlete_position_name","athlete_headshot_href","team_location","team_logo","minutes","field_goals_made","field_goals_attempted","three_point_field_goals_made","three_point_field_goals_attempted","free_throws_made","free_throws_attempted","offensive_rebounds","defensive_rebounds","rebounds","assists","steals","blocks","turnovers","fouls","points","games"
3,"Jabari Smith Jr.","Auburn",2022,4432639,2,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432639.png","Auburn","https://a.espncdn.com/i/teamlogos/ncaa/500/2.png",28.76,5.38,12.56,2.32,5.53,3.85,4.82,0.94,6.47,7.41,2,1.09,1.03,1.85,2.06,16.94,34
4,"Keegan Murray","Iowa",2022,4594327,2294,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4594327.png","Iowa","https://a.espncdn.com/i/teamlogos/ncaa/500/2294.png",31.89,8.77,15.83,1.89,4.74,4.06,5.43,2.86,5.8,8.66,1.49,1.29,1.94,1.11,1.86,23.49,35
5,"Jaden Ivey","Purdue",2022,4433218,2509,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433218.png","Purdue","https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png",31.44,5.64,12.25,1.78,4.97,4.28,5.75,0.67,4.22,4.89,3.06,0.92,0.56,2.61,1.75,17.33,36
6,"Bennedict Mathurin","Arizona",2022,4683634,12,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683634.png","Arizona","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",32.46,5.89,13.08,2.24,6.08,3.68,4.81,1.38,4.24,5.62,2.54,0.97,0.27,1.78,1.84,17.7,37
9,"Jeremy Sochan","Baylor",2022,4610139,239,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4610139.png","Baylor","https://a.espncdn.com/i/teamlogos/ncaa/500/239.png",25.13,3.33,7.03,0.8,2.7,1.77,3,1.97,4.4,6.37,1.77,1.27,0.7,1.57,2.3,9.23,30
10,"Johnny Davis","Wisconsin",2022,4432356,275,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432356.png","Wisconsin","https://a.espncdn.com/i/teamlogos/ncaa/500/275.png",34.23,6.77,15.87,1.19,3.9,5,6.32,1.32,6.9,8.23,2.13,1.16,0.74,2.29,2.03,19.74,31
12,"Jalen Williams","Santa Clara",2022,4593803,2541,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4593803.png","Santa Clara","https://a.espncdn.com/i/teamlogos/ncaa/500/2541.png",34.85,6.64,12.94,1.27,3.21,3.45,4.27,0.58,3.85,4.42,4.15,1.18,0.55,2.09,2.58,18,33
12,"Jalen Williams","Santa Clara",2022,4909907,2121,"Guard",NA,"Centre College","https://a.espncdn.com/i/teamlogos/ncaa/500/2121.png",20,1,5,1,5,0,0,0,1,1,1,1,0,1,1,3,1
13,"Jalen Duren","Memphis",2022,4433621,235,"Center","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433621.png","Memphis","https://a.espncdn.com/i/teamlogos/ncaa/500/235.png",25.28,4.86,8.14,0,0.03,2.24,3.59,2.97,5.17,8.14,1.28,0.83,2.1,2.24,2.72,11.97,29
14,"Ochai Agbaji","Kansas",2022,4397018,2305,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397018.png","Kansas","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",35.05,6.62,13.92,2.64,6.46,2.9,3.9,0.82,4.23,5.05,1.59,0.92,0.56,2.05,1.67,18.77,39
15,"Mark Williams","Duke",2022,4701232,150,"Center","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4701232.png","Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",23.64,4.9,6.79,0,0.03,1.44,1.97,2.62,4.82,7.44,0.9,0.49,2.82,0.92,2.05,11.23,39
16,"AJ Griffin","Duke",2022,4432585,150,"Forward",NA,"Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",23.97,3.74,7.59,1.82,4.08,1.08,1.36,0.74,3.15,3.9,0.97,0.51,0.56,0.64,1.08,10.38,39
17,"Tari Eason","LSU",2022,4433192,99,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433192.png","LSU","https://a.espncdn.com/i/teamlogos/ncaa/500/99.png",24.42,5.76,11.06,0.85,2.36,4.58,5.7,2.27,4.33,6.61,1,1.94,1.09,2.21,2.76,16.94,33
18,"Dalen Terry","Arizona",2022,4433159,12,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433159.png","Arizona","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",27.81,3.11,6.19,0.76,2.08,1.05,1.43,1.16,3.68,4.84,3.92,1.24,0.32,1.38,2.27,8.03,37
19,"Jake LaRavia","Wake Forest",2022,4592691,154,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592691.png","Wake Forest","https://a.espncdn.com/i/teamlogos/ncaa/500/154.png",34.15,5.03,9,0.85,2.21,3.7,4.76,2.06,4.52,6.58,3.7,1.67,0.97,2.7,2.79,14.61,33
20,"Malaki Branham","Ohio State",2022,4565201,194,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4565201.png","Ohio State","https://a.espncdn.com/i/teamlogos/ncaa/500/194.png",29.62,5,10.03,1.16,2.78,2.5,3,0.78,2.78,3.56,2,0.72,0.28,1.69,1.75,13.66,32
21,"Christian Braun","Kansas",2022,4431767,2305,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431767.png","Kansas","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",34.35,5.18,10.45,1.27,3.3,2.48,3.38,1.4,5.12,6.53,2.78,0.98,0.82,2.02,1.82,14.1,40
22,"Walker Kessler","Auburn",2022,4433136,2,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433136.png","Auburn","https://a.espncdn.com/i/teamlogos/ncaa/500/2.png",25.59,4.79,7.88,0.29,1.47,1.56,2.62,2.62,5.44,8.06,0.88,1.09,4.56,1.09,2.59,11.44,34
23,"David Roddy","Colorado State",2022,4593041,36,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4593041.png","Colorado State","https://a.espncdn.com/i/teamlogos/ncaa/500/36.png",32.94,7.16,12.55,1.48,3.39,3.39,4.9,1.84,5.71,7.55,2.87,1.16,1.06,2.32,2.29,19.19,31
25,"Blake Wesley","Notre Dame",2022,4683935,87,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683935.png","Notre Dame","https://a.espncdn.com/i/teamlogos/ncaa/500/87.png",29.34,5.09,12.6,1.54,5.09,2.69,4.09,0.69,3,3.69,2.4,1.26,0.06,2.2,1.91,14.4,35
26,"Wendell Moore Jr.","Duke",2022,4592187,150,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592187.png","Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",33.95,4.82,9.64,1.33,3.23,2.44,3.03,1.23,4.08,5.31,4.41,1.41,0.21,1.95,1.59,13.41,39
28,"Patrick Baldwin Jr.","UW-Milwaukee",2022,4433246,270,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433246.png","Milwaukee","https://a.espncdn.com/i/teamlogos/ncaa/500/270.png",28.55,4.09,11.91,1.55,5.82,2.36,3.18,0.91,4.91,5.82,1.55,0.82,0.82,2.09,1.55,12.09,11
29,"TyTy Washington Jr.","Kentucky",2022,4683749,96,"Athlete","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683749.png","Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",29.19,4.9,10.87,1.16,3.32,1.55,2.06,0.65,2.81,3.45,3.87,1.29,0.19,1.65,1.52,12.52,31
30,"Peyton Watson","UCLA",2022,4576087,26,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4576087.png","UCLA","https://a.espncdn.com/i/teamlogos/ncaa/500/26.png",12.66,1.19,3.69,0.22,0.97,0.69,1,0.91,1.97,2.88,0.81,0.59,0.59,0.94,1.59,3.28,32
31,"Andrew Nembhard","Gonzaga",2022,4395712,2250,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395712.png","Gonzaga","https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png",32.16,4.38,9.69,1.59,4.16,1.5,1.72,0.44,2.94,3.38,5.75,1.59,0.12,1.94,2,11.84,32
32,"Caleb Houstan","Michigan",2022,4433623,130,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433623.png","Michigan","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",32,3.21,8.35,1.76,4.97,1.91,2.44,0.79,3.18,3.97,1.35,0.74,0.24,1.53,1.68,10.09,34
33,"Christian Koloko","Arizona",2022,4431778,12,"Center","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431778.png","Arizona","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",25.43,4.95,7.78,0,0.08,2.7,3.68,2.57,4.73,7.3,1.38,0.76,2.76,1.59,2.78,12.59,37
34,"Jaylin Williams","Arkansas",2022,4431776,2,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431776.png","Auburn","https://a.espncdn.com/i/teamlogos/ncaa/500/2.png",13.88,2.18,4.58,0.45,1.55,0.82,1,1,1.67,2.67,0.82,0.24,0.48,0.91,1.73,5.64,33
34,"Jaylin Williams","Arkansas",2022,4432823,8,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432823.png","Arkansas","https://a.espncdn.com/i/teamlogos/ncaa/500/8.png",31.65,3.84,8.32,0.46,1.92,2.76,3.78,1.51,8.32,9.84,2.57,1.3,1.11,1.81,2.65,10.89,37
35,"Max Christie","Michigan State",2022,4432582,127,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432582.png","Michigan State","https://a.espncdn.com/i/teamlogos/ncaa/500/127.png",30.83,3.2,8.37,1.11,3.51,1.74,2.11,0.86,2.6,3.46,1.46,0.51,0.49,1.49,1.11,9.26,35
38,"Kennedy Chandler","Tennessee",2022,4432646,2633,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432646.png","Tennessee","https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png",30.82,5.35,11.53,1.44,3.76,1.76,2.91,0.68,2.56,3.24,4.74,2.18,0.24,2.5,2.03,13.91,34
40,"Bryce McGowens","Nebraska",2022,4576086,158,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4576086.png","Nebraska","https://a.espncdn.com/i/teamlogos/ncaa/500/158.png",33.29,5.16,12.81,1.29,4.71,5.23,6.29,0.71,4.48,5.19,1.39,0.71,0.32,2.1,2,16.84,31
41,"E.J. Liddell","Ohio State",2022,4432821,194,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432821.png","Ohio State","https://a.espncdn.com/i/teamlogos/ncaa/500/194.png",33.19,6.34,12.94,1.44,3.84,5.28,6.91,2.25,5.69,7.94,2.5,0.56,2.59,2.41,2.5,19.41,32
42,"Trevor Keels","Duke",2022,4432645,150,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432645.png","Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",30.19,4.08,9.75,1.5,4.81,1.81,2.69,0.83,2.61,3.44,2.72,1.22,0.06,1.25,1.31,11.47,36
43,"Moussa Diabate","Michigan",2022,4433249,130,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433249.png","Michigan","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",24.88,3.66,6.75,0.09,0.44,1.62,2.62,2.38,3.59,5.97,0.81,0.34,0.88,1.47,2.69,9.03,32
44,"Ryan Rollins","Toledo",2022,4591725,2649,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4591725.png","Toledo","https://a.espncdn.com/i/teamlogos/ncaa/500/2649.png",32.68,6.82,14.59,1.38,4.44,3.82,4.76,0.68,5.29,5.97,3.62,1.74,0.26,2.24,2.44,18.85,34
45,"Josh Minott","Memphis",2022,4687718,235,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4687718.png","Memphis","https://a.espncdn.com/i/teamlogos/ncaa/500/235.png",14.64,2.52,4.82,0.06,0.42,1.48,1.97,1.58,2.18,3.76,0.94,0.82,0.67,0.94,1.76,6.58,33
47,"Vince Williams Jr.","VCU",2022,4397227,2670,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397227.png","VCU","https://a.espncdn.com/i/teamlogos/ncaa/500/2670.png",32.47,4.57,9.57,2.17,5.6,2.77,3.4,0.9,5.07,5.97,3.03,1.6,1.07,2.87,2.9,14.07,30
48,"Kendall Brown","Baylor",2022,4433254,239,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433254.png","Baylor","https://a.espncdn.com/i/teamlogos/ncaa/500/239.png",27,3.88,6.65,0.41,1.21,1.5,2.18,1.74,3.15,4.88,1.85,1,0.35,1.71,2.26,9.68,34
49,"Isaiah Mobley","USC",2022,4432815,30,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432815.png","USC","https://a.espncdn.com/i/teamlogos/ncaa/500/30.png",34.06,5.03,11.31,1.34,3.81,2.75,4.03,2.22,6.12,8.34,3.31,0.75,0.91,1.88,2,14.16,32
51,"Tyrese Martin","UConn",2022,4397179,41,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397179.png","UConn","https://a.espncdn.com/i/teamlogos/ncaa/500/41.png",32.07,4.97,11.07,1.48,3.45,2.14,3.1,2.34,5.17,7.52,1.93,0.79,0.48,1.83,2.1,13.55,29
53,"JD Davison","Alabama",2022,4576085,333,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4576085.png","Alabama","https://a.espncdn.com/i/teamlogos/ncaa/500/333.png",25.82,3,6.48,0.76,2.52,1.79,2.45,1.09,3.67,4.76,4.33,0.97,0.36,2.88,1.24,8.55,33
57,"Jabari Walker","Colorado",2022,4432446,38,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432446.png","Colorado","https://a.espncdn.com/i/teamlogos/ncaa/500/38.png",28.12,4.85,10.52,1.09,3.15,3.85,4.91,2.06,7.33,9.39,1.24,0.73,0.67,2.3,2.52,14.64,33
2,"Brandon Miller","Alabama",2023,4433287,333,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433287.png","Alabama","https://a.espncdn.com/i/teamlogos/ncaa/500/333.png",32.68,6,13.95,2.86,7.46,3.95,4.59,2.05,6.19,8.24,2.08,0.89,0.86,2.19,2.35,18.81,37
6,"Anthony Black","Arkansas",2023,4712849,8,"Guard",NA,"Arkansas","https://a.espncdn.com/i/teamlogos/ncaa/500/8.png",34.83,4.14,9.14,0.78,2.58,3.72,5.28,1.25,3.81,5.06,3.92,2.06,0.61,3.03,2.58,12.78,36
8,"Jarace Walker","Houston",2023,5106060,248,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5106060.png","Houston","https://a.espncdn.com/i/teamlogos/ncaa/500/248.png",27.64,4.39,9.44,0.97,2.81,1.47,2.22,2.28,4.53,6.81,1.81,0.97,1.28,1.47,2.06,11.22,36
9,"Taylor Hendricks","Central Florida",2023,4684806,2116,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4684806.png","UCF","https://a.espncdn.com/i/teamlogos/ncaa/500/2116.png",34.74,5.41,11.32,1.79,4.56,2.53,3.24,2.35,4.62,6.97,1.35,0.91,1.74,1.41,2,15.15,34
10,"Cason Wallace","Kentucky",2023,4683692,96,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683692.png","Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",32.06,4.34,9.75,1.38,3.97,1.66,2.19,0.94,2.78,3.72,4.25,1.97,0.47,2.09,2.44,11.72,32
11,"Jett Howard","Michigan",2023,5105806,130,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105806.png","Michigan","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",31.69,4.72,11.41,2.69,7.31,2.07,2.59,0.28,2.55,2.83,2.03,0.41,0.66,1.28,2.21,14.21,29
12,"Dereck Lively II","Duke",2023,4683688,150,"Center","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683688.png","Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",20.59,2.26,3.44,0.06,0.38,0.62,1.03,2.12,3.29,5.41,1.09,0.5,2.41,0.68,2.71,5.21,34
13,"Gradey Dick","Kansas",2023,5106258,2305,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5106258.png","Kansas","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",32.69,4.83,10.94,2.31,5.72,2.11,2.47,1.11,4.03,5.14,1.67,1.44,0.25,1.25,2.11,14.08,36
14,"Jordan Hawkins","UConn",2023,4683750,41,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683750.png","UConn","https://a.espncdn.com/i/teamlogos/ncaa/500/41.png",29.35,4.92,12.03,2.95,7.59,3.38,3.81,0.97,2.81,3.78,1.27,0.7,0.51,1.35,2.22,16.16,37
15,"Kobe Bufkin","Michigan",2023,4683736,130,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683736.png","Michigan","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",34,5.24,10.88,1.3,3.67,2.21,2.61,0.76,3.76,4.52,2.91,1.3,0.7,1.94,2.42,14,33
16,"Keyonte George","Baylor",2023,4433627,239,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433627.png","Baylor","https://a.espncdn.com/i/teamlogos/ncaa/500/239.png",28.64,4.7,12.48,2.33,6.91,3.61,4.55,1,3.15,4.15,2.76,1.12,0.18,2.88,2.12,15.33,33
17,"Jalen Hood-Schifino","Indiana",2023,5105797,84,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105797.png","Indiana","https://a.espncdn.com/i/teamlogos/ncaa/500/84.png",33.06,5.25,12.59,1.16,3.47,1.84,2.38,0.44,3.69,4.12,3.66,0.81,0.25,2.78,2.44,13.5,32
18,"Jaime Jaquez Jr.","UCLA",2023,4432848,26,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432848.png","UCLA","https://a.espncdn.com/i/teamlogos/ncaa/500/26.png",33.22,7.05,14.68,0.89,2.81,2.81,3.65,2.57,5.65,8.22,2.35,1.54,0.59,1.81,1.86,17.81,37
19,"Brandin Podziemski","Santa Clara",2023,4709138,2541,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4709138.png","Santa Clara","https://a.espncdn.com/i/teamlogos/ncaa/500/2541.png",36,6.94,14.38,2.53,5.78,3.47,4.5,1.78,6.97,8.75,3.66,1.78,0.47,2.28,1.91,19.88,32
20,"Cam Whitmore","Villanova",2023,5105592,222,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105592.png","Villanova","https://a.espncdn.com/i/teamlogos/ncaa/500/222.png",27.35,4.69,9.81,1.42,4.15,1.73,2.46,0.81,4.5,5.31,0.73,1.42,0.35,1.62,1.69,12.54,26
21,"Noah Clowney","Alabama",2023,4712896,333,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4712896.png","Alabama","https://a.espncdn.com/i/teamlogos/ncaa/500/333.png",25.39,3.42,7.03,0.94,3.33,2,3.08,2.08,5.83,7.92,0.81,0.58,0.94,1.28,2.5,9.78,36
22,"Dariq Whitehead","Duke",2023,4432735,150,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432735.png","Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",20.68,2.96,7.04,1.5,3.5,0.82,1.04,0.46,1.96,2.43,0.96,0.75,0.21,1.39,1.5,8.25,28
23,"Kris Murray","Iowa",2023,4594326,2294,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4594326.png","Iowa","https://a.espncdn.com/i/teamlogos/ncaa/500/2294.png",34.79,7.48,15.72,2.28,6.79,2.97,4.07,2.76,5.17,7.93,2,1.03,1.17,1.52,2.1,20.21,29
24,"Olivier-Maxence Prosper","Marquette",2023,4595400,269,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4595400.png","Marquette","https://a.espncdn.com/i/teamlogos/ncaa/500/269.png",29.03,4.17,8.14,1.08,3.19,3.08,4.19,1.69,2.97,4.67,0.67,0.92,0.14,1.39,2.31,12.5,36
25,"Marcus Sasser","Houston",2023,4432107,248,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432107.png","Houston","https://a.espncdn.com/i/teamlogos/ncaa/500/248.png",30.81,5.28,12.06,2.67,6.94,3.56,4.19,0.36,2.47,2.83,3.08,1.61,0.17,1.58,1.53,16.78,36
26,"Ben Sheppard","Belmont",2023,4433076,2057,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433076.png","Belmont","https://a.espncdn.com/i/teamlogos/ncaa/500/2057.png",34.25,6.75,14.22,2.5,6.03,2.84,4.16,0.62,4.59,5.22,2.91,1.38,0.16,2.19,2.06,18.84,32
27,"Nick Smith Jr.","Arkansas",2023,4683686,8,"Guard",NA,"Arkansas","https://a.espncdn.com/i/teamlogos/ncaa/500/8.png",25.76,4.47,11.88,1.41,4.18,2.18,2.94,0.24,1.41,1.65,1.71,0.82,0.12,1.59,1.53,12.53,17
28,"Brice Sensabaugh","Ohio State",2023,5105839,194,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105839.png","Ohio State","https://a.espncdn.com/i/teamlogos/ncaa/500/194.png",24.45,5.97,12.39,1.82,4.48,2.52,3.03,1.27,4.09,5.36,1.15,0.55,0.39,2.03,2.48,16.27,33
29,"Julian Strawther","Gonzaga",2023,4432181,2250,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432181.png","Gonzaga","https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png",31.16,5.14,10.95,2.16,5.3,2.81,3.62,0.76,5.49,6.24,1.32,0.84,0.43,1.51,2.11,15.24,37
30,"Kobe Brown","Missouri",2023,4431752,142,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431752.png","Missouri","https://a.espncdn.com/i/teamlogos/ncaa/500/142.png",29.53,5.71,10.32,1.5,3.29,2.91,3.68,1.79,4.56,6.35,2.53,1.47,0.44,1.65,2.47,15.82,34
32,"Jalen Pickett","Penn State",2023,4398390,213,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4398390.png","Penn State","https://a.espncdn.com/i/teamlogos/ncaa/500/213.png",36.54,7.03,13.84,1.22,3.19,2.43,3.19,1.16,6.24,7.41,6.57,0.95,0.51,2.27,2.08,17.7,37
34,"Colby Jones","Xavier",2023,4433378,2752,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433378.png","Xavier","https://a.espncdn.com/i/teamlogos/ncaa/500/2752.png",34,5.75,11.31,1.25,3.31,2.25,3.44,1.25,4.47,5.72,4.39,1.31,0.56,2.33,2.14,15,36
35,"Julian Phillips","Tennessee",2023,5105553,2633,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105553.png","Tennessee","https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png",24.06,2.47,6,0.34,1.44,3.03,3.69,1.78,2.91,4.69,1.44,0.62,0.53,1.28,1.75,8.31,32
36,"Andre Jackson Jr.","UConn",2023,4432190,41,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432190.png","UConn","https://a.espncdn.com/i/teamlogos/ncaa/500/41.png",29.08,2.56,5.92,0.69,2.47,0.86,1.33,1.86,4.33,6.19,4.69,1.08,0.5,1.97,2.81,6.67,36
37,"Hunter Tyson","Clemson",2023,4395620,228,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395620.png","Clemson","https://a.espncdn.com/i/teamlogos/ncaa/500/228.png",34.74,5.06,10.56,2.44,6.03,2.74,3.26,1.29,8.26,9.56,1.47,0.94,0.12,1.03,1.76,15.29,34
38,"Jordan Walsh","Arkansas",2023,4683689,8,"Guard",NA,"Arkansas","https://a.espncdn.com/i/teamlogos/ncaa/500/8.png",24.39,2.61,6.03,0.56,2,1.31,1.83,1.19,2.72,3.92,0.92,1.11,0.47,1.03,2.92,7.08,36
39,"Mouhamed Gueye","Washington State",2023,4712863,265,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4712863.png","Washington State","https://a.espncdn.com/i/teamlogos/ncaa/500/265.png",32.15,5.64,11.55,0.33,1.21,2.7,4,3.36,5,8.36,1.88,0.82,0.85,2.33,2.79,14.3,33
40,"Maxwell Lewis","Pepperdine",2023,4684286,2492,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4684286.png","Pepperdine","https://a.espncdn.com/i/teamlogos/ncaa/500/2492.png",31.35,6.06,12.97,1.48,4.26,3.45,4.39,1.19,4.48,5.68,2.81,0.84,0.81,3.29,2.74,17.06,31
41,"Amari Bailey","UCLA",2023,5105638,26,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105638.png","UCLA","https://a.espncdn.com/i/teamlogos/ncaa/500/26.png",26.9,4.5,9.1,0.7,1.8,1.47,2.1,0.83,2.97,3.8,2.17,1.13,0.3,2.43,1.7,11.17,30
45,"GG Jackson II","South Carolina",2023,5105550,2579,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105550.png","South Carolina","https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png",31.97,5.53,14.41,1.72,5.31,2.62,3.88,1.53,4.41,5.94,0.84,0.75,0.81,2.69,1.5,15.41,32
46,"Seth Lundy","Penn State",2023,4431775,213,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431775.png","Penn State","https://a.espncdn.com/i/teamlogos/ncaa/500/213.png",31.72,4.58,10.19,2.56,6.39,2.44,3.03,0.92,5.33,6.25,0.86,0.75,0.58,0.86,2.19,14.17,36
48,"Jordan Miller","Miami (FL)",2023,4396818,2390,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4396818.png","Miami","https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png",34.89,5.89,10.81,0.86,2.46,2.65,3.38,2.05,4.16,6.22,2.68,1.22,0.41,1.32,1.7,15.3,37
49,"Emoni Bates","Eastern Michigan",2023,4433620,2199,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433620.png","Eastern Michigan","https://a.espncdn.com/i/teamlogos/ncaa/500/2199.png",33.9,6.43,15.9,2.53,7.67,3.83,4.9,0.67,5.1,5.77,1.4,0.73,0.53,2.53,2.27,19.23,30
50,"Keyontae Johnson","Kansas State",2023,4395714,2306,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395714.png","Kansas State","https://a.espncdn.com/i/teamlogos/ncaa/500/2306.png",34.14,6.56,12.69,1.31,3.22,3,4.19,1.5,5.31,6.81,2.14,1.03,0.19,2.94,2.42,17.42,36
51,"Jalen Wilson","Kansas",2023,4431714,2305,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431714.png","Kansas","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",35.36,6.86,15.97,1.94,5.78,4.42,5.53,1.56,6.69,8.25,2.19,0.94,0.47,2.33,2.11,20.08,36
