"Pk","Player","College","draft_year","athlete_id","team_id","athlete_position_name","athlete_headshot_href","team_location","team_logo","minutes","field_goals_made","field_goals_attempted","three_point_field_goals_made","three_point_field_goals_attempted","free_throws_made","free_throws_attempted","offensive_rebounds","defensive_rebounds","rebounds","assists","steals","blocks","turnovers","fouls","points","games"
14,"Romeo Langford","Indiana",2019,4397008,84,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397008.png","Indiana","https://a.espncdn.com/i/teamlogos/ncaa/500/84.png",34.09,5.53,12.34,1.06,3.91,4.38,6.06,1.41,3.97,5.38,2.34,0.78,0.81,2.12,1.88,16.5,32
16,"Chuma Okeke","Auburn",2019,4278052,2,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278052.png","Auburn","https://a.espncdn.com/i/teamlogos/ncaa/500/2.png",29.08,4.42,8.92,1.45,3.74,1.71,2.37,2.79,4.05,6.84,1.92,1.82,1.21,1.74,1.87,12,38
17,"Nickeil Alexander-Walker","Virginia Tech",2019,4278039,259,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278039.png","Virginia Tech","https://a.espncdn.com/i/teamlogos/ncaa/500/259.png",34.32,5.59,11.79,1.71,4.56,3.29,4.24,0.47,3.62,4.09,3.97,1.88,0.53,2.85,2.29,16.18,34
20,"Matisse Thybulle","Washington",2019,3907498,264,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3907498.png","Washington","https://a.espncdn.com/i/teamlogos/ncaa/500/264.png",31.06,3.11,7.5,1.28,4.19,1.58,1.86,0.75,2.33,3.08,2.14,3.5,2.31,1.83,2.78,9.08,36
21,"Brandon Clarke","Gonzaga",2019,3906665,2250,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3906665.png","Gonzaga","https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png",28.11,6.95,10.11,0.11,0.41,2.95,4.24,3.08,5.49,8.57,1.89,1.16,3.16,1.54,2.14,16.95,37
22,"Grant Williams","Tennessee",2019,4066218,2633,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066218.png","Tennessee","https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png",31.92,6.32,11.19,0.41,1.24,5.76,7.03,2.22,5.3,7.51,3.16,1.14,1.49,2.24,2.97,18.81,37
24,"Ty Jerome","Virginia",2019,4065733,258,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4065733.png","Virginia","https://a.espncdn.com/i/teamlogos/ncaa/500/258.png",33.95,4.81,11.05,2.14,5.35,1.81,2.46,0.46,3.76,4.22,5.46,1.54,0.03,1.65,1.76,13.57,37
25,"Nassir Little","UNC",2019,4395652,153,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395652.png","North Carolina","https://a.espncdn.com/i/teamlogos/ncaa/500/153.png",18.19,3.64,7.61,0.39,1.44,2.14,2.78,1.61,3.03,4.64,0.64,0.53,0.53,1.33,1.64,9.81,36
26,"Dylan Windler","Belmont",2019,3906786,2057,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3906786.png","Belmont","https://a.espncdn.com/i/teamlogos/ncaa/500/2057.png",32.42,7.36,13.64,3.03,7.06,3.52,4.15,1.94,8.88,10.82,2.55,1.42,0.58,2.09,2.09,21.27,33
27,"Mfiondu Kabengele","Florida State",2019,4065660,52,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4065660.png","Florida State","https://a.espncdn.com/i/teamlogos/ncaa/500/52.png",21.57,4.43,8.84,0.65,1.76,3.7,4.86,2.14,3.81,5.95,0.3,0.57,1.51,1.3,2.59,13.22,37
28,"Jordan Poole","Michigan",2019,4277956,130,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277956.png","Michigan","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",33.14,4.35,9.97,2.03,5.49,2.03,2.43,0.22,2.76,2.97,2.16,1.08,0.22,1.54,2,12.76,37
29,"Keldon Johnson","Kentucky",2019,4395723,96,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395723.png","Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",30.7,4.65,10.08,1.22,3.19,2.95,4.19,1.32,4.54,5.86,1.62,0.76,0.16,1.62,2.24,13.46,37
30,"Kevin Porter Jr.","USC",2019,4397140,30,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397140.png","USC","https://a.espncdn.com/i/teamlogos/ncaa/500/30.png",22.1,3.52,7.48,1.33,3.24,1.14,2.19,0.95,3.05,4,1.43,0.81,0.52,1.86,2.1,9.52,21
31,"Nic Claxton","Georgia",2019,4278067,61,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278067.png","Georgia","https://a.espncdn.com/i/teamlogos/ncaa/500/61.png",31.59,4.28,9.31,0.56,2,3.84,6,2.25,6.31,8.56,1.81,1.06,2.53,2.09,2.81,12.97,32
32,"KZ Okpala","Stanford",2019,4278521,24,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278521.png","Stanford","https://a.espncdn.com/i/teamlogos/ncaa/500/24.png",32.72,5.86,12.66,1.1,3,4,5.97,1.17,4.52,5.69,2,1,0.52,2.86,2.52,16.83,29
33,"Carsen Edwards","Purdue",2019,4066407,2509,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066407.png","Purdue","https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png",35.42,7.69,19.53,3.75,10.56,5.14,6.14,0.39,3.22,3.61,2.89,1.33,0.28,3.14,2.03,24.28,36
34,"Bruno Fernando","Maryland",2019,4277952,120,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277952.png","Maryland","https://a.espncdn.com/i/teamlogos/ncaa/500/120.png",29.03,5.09,8.38,0.09,0.29,3.32,4.26,2.94,7.71,10.65,2,0.65,1.88,2.79,2.71,13.59,34
36,"Cody Martin","Nevada",2019,3138161,2440,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3138161.png","Nevada","https://a.espncdn.com/i/teamlogos/ncaa/500/2440.png",34.44,4.44,8.79,1,2.79,2.18,2.85,0.94,3.53,4.47,4.91,1.35,0.68,1.88,2.53,12.06,34
38,"Daniel Gafford","Arkansas",2019,4278049,8,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278049.png","Arkansas","https://a.espncdn.com/i/teamlogos/ncaa/500/8.png",28.72,6.69,10.12,0,0,3.56,6.03,2.84,5.81,8.66,0.72,0.94,2.03,2.38,2.75,16.94,32
40,"Justin James","Wyoming",2019,3914058,2751,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3914058.png","Wyoming","https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png",38.16,7.12,17.41,1.56,5.28,6.25,8.44,1,7.53,8.53,4.41,1.5,0.56,4.16,2.12,22.06,32
41,"Eric Paschall","Villanova",2019,3133817,222,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3133817.png","Villanova","https://a.espncdn.com/i/teamlogos/ncaa/500/222.png",36.14,5.42,12.11,1.94,5.58,3.75,5.03,1.28,4.86,6.14,2.14,0.72,0.47,2.28,2.14,16.53,36
42,"Admiral Schofield","Tennessee",2019,3918423,2633,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3918423.png","Tennessee","https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png",31.76,6.43,13.57,2,4.78,1.62,2.32,1.16,4.97,6.14,2.03,0.89,0.46,1.89,2.54,16.49,37
43,"Jaylen Nowell","Washington",2019,4278541,264,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278541.png","Washington","https://a.espncdn.com/i/teamlogos/ncaa/500/264.png",34.44,6.06,12.06,1.42,3.22,2.64,3.39,0.97,4.31,5.28,3.11,1.28,0.25,2.94,2.25,16.17,36
44,"Bol Bol","Oregon",2019,4397102,2483,"Center","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397102.png","Oregon","https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png",29.78,8.22,14.67,1.44,2.78,3.11,4.11,2.11,7.44,9.56,1,0.78,2.67,2,1.67,21,9
45,"Isaiah Roby","Nebraska",2019,4066392,158,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066392.png","Nebraska","https://a.espncdn.com/i/teamlogos/ncaa/500/158.png",31.26,4.23,9.31,0.8,2.4,2.57,3.8,1.89,5.03,6.91,1.94,1.26,1.89,2,3.2,11.83,35
46,"Talen Horton-Tucker","Iowa State",2019,4396991,66,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4396991.png","Iowa State","https://a.espncdn.com/i/teamlogos/ncaa/500/66.png",27.2,4.43,10.91,1.4,4.54,1.57,2.51,0.66,4.2,4.86,2.34,1.29,0.66,1.71,2.26,11.83,35
47,"Ignas Brazdeikis","Michigan",2019,4397205,130,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397205.png","Michigan","https://a.espncdn.com/i/teamlogos/ncaa/500/130.png",29.62,5.08,11,1.51,3.86,3.14,4.05,1.16,4.27,5.43,0.84,0.7,0.49,1.24,2.14,14.81,37
48,"Terance Mann","Florida State",2019,3907823,52,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3907823.png","Florida State","https://a.espncdn.com/i/teamlogos/ncaa/500/52.png",31.73,3.97,7.86,0.81,2.08,2.65,3.35,2.49,4,6.49,2.54,0.68,0.32,1.76,2.24,11.41,37
49,"Quinndary Weatherspoon","Mississippi State",2019,3907358,344,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3907358.png","Mississippi State","https://a.espncdn.com/i/teamlogos/ncaa/500/344.png",34.03,6.26,12.32,1.62,4.09,4.35,5.38,1.32,3.35,4.68,2.82,1.68,0.29,2.91,2.12,18.5,34
50,"Jarrell Brantley","College of Charleston",2019,3912292,232,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3912292.png","Charleston","https://a.espncdn.com/i/teamlogos/ncaa/500/232.png",33.97,7.18,13.88,1.15,3.52,3.88,4.94,1.73,6.67,8.39,2.42,1.39,0.88,2.58,2.7,19.39,33
51,"Tremont Waters","LSU",2019,4278080,99,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278080.png","LSU","https://a.espncdn.com/i/teamlogos/ncaa/500/99.png",32.42,5.21,12.12,1.7,5.18,3.15,3.88,0.3,2.48,2.79,5.82,2.91,0.12,3.45,1.94,15.27,33
52,"Jalen McDaniels","San Diego State",2019,4066731,21,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066731.png","San Diego State","https://a.espncdn.com/i/teamlogos/ncaa/500/21.png",31.06,6.24,13.38,0.71,2.21,2.74,3.74,1.97,6.29,8.26,2.12,1.12,0.47,2.41,2.94,15.91,34
53,"Justin Wright-Foreman","Hofstra",2019,3911566,2275,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3911566.png","Hofstra","https://a.espncdn.com/i/teamlogos/ncaa/500/2275.png",37.74,9.43,18.46,3.14,7.4,5.09,5.89,0.34,3.66,4,2.91,0.86,0.2,2.6,1.91,27.09,35
54,"Marial Shayok","Iowa State",2019,3138201,66,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3138201.png","Iowa State","https://a.espncdn.com/i/teamlogos/ncaa/500/66.png",32.88,6.74,13.59,2.09,5.41,3.18,3.62,1.38,3.53,4.91,1.97,0.94,0.24,2.68,2.06,18.74,34
55,"Kyle Guy","Virginia",2019,4065730,258,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4065730.png","Virginia","https://a.espncdn.com/i/teamlogos/ncaa/500/258.png",35.39,5.21,11.61,3.16,7.42,1.84,2.21,0.71,3.79,4.5,2.05,0.68,0.05,1.39,1.03,15.42,38
56,"Jaylen Hands","UCLA",2019,4278526,26,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278526.png","UCLA","https://a.espncdn.com/i/teamlogos/ncaa/500/26.png",31.18,4.79,11.61,2,5.36,2.58,3.3,0.36,3.3,3.67,6.09,1.33,0.15,3.18,1.21,14.15,33
57,"Jordan Bone","Tennessee",2019,4066212,2633,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066212.png","Tennessee","https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png",32.95,5.03,10.81,1.35,3.81,2.05,2.46,0.51,2.68,3.19,5.81,0.7,0.11,2,1.32,13.46,37
58,"Miye Oni","Yale",2019,4066851,43,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066851.png","Yale","https://a.espncdn.com/i/teamlogos/ncaa/500/43.png",30.97,5.76,13.07,1.93,5.21,3.69,4.66,0.66,5.66,6.31,3.55,0.9,1.28,2.59,2.69,17.14,29
1,"Anthony Edwards","Georgia",2020,4594268,61,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4594268.png","Georgia","https://a.espncdn.com/i/teamlogos/ncaa/500/61.png",33.03,6.34,15.78,2.25,7.66,4.12,5.34,0.75,4.47,5.22,2.84,1.34,0.56,2.72,2.19,19.06,32
2,"James Wiseman","Memphis",2020,4432808,235,"Center","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432808.png","Memphis","https://a.espncdn.com/i/teamlogos/ncaa/500/235.png",23,6.67,8.67,0,0.33,6.33,9,4.33,6.33,10.67,0.33,0.33,3,1,1.67,19.67,3
4,"Patrick Williams","Florida State",2020,4431687,52,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431687.png","Florida State","https://a.espncdn.com/i/teamlogos/ncaa/500/52.png",22.52,3.28,7.14,0.55,1.72,2.14,2.55,1.31,2.69,4,1,1,1.03,1.72,1.62,9.24,29
5,"Isaac Okoro","Auburn",2020,4432822,2,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432822.png","Auburn","https://a.espncdn.com/i/teamlogos/ncaa/500/2.png",31.46,4.46,8.68,0.71,2.46,3.21,4.79,1.89,2.54,4.43,2.04,0.93,0.89,1.96,2.71,12.86,28
6,"Onyeka Okongwu","USC",2020,4431680,30,"Center","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431680.png","USC","https://a.espncdn.com/i/teamlogos/ncaa/500/30.png",30.64,6.25,10.14,0.04,0.14,3.68,5.11,3.29,5.36,8.64,1.07,1.21,2.71,2,2.68,16.21,28
8,"Obi Toppin","Dayton",2020,4278355,2168,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278355.png","Dayton","https://a.espncdn.com/i/teamlogos/ncaa/500/2168.png",31.65,7.9,12.48,1.03,2.65,3.19,4.55,1.19,6.35,7.55,2.16,0.97,1.23,2.19,1.65,20.03,31
10,"Jalen Smith","Maryland",2020,4397189,120,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397189.png","Maryland","https://a.espncdn.com/i/teamlogos/ncaa/500/120.png",31.29,5.42,10.06,1.03,2.81,3.58,4.77,3.19,7.32,10.52,0.81,0.71,2.35,1.71,2.35,15.45,31
11,"Devin Vassell","Florida State",2020,4395630,52,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395630.png","Florida State","https://a.espncdn.com/i/teamlogos/ncaa/500/52.png",28.77,4.8,9.8,1.47,3.53,1.6,2.17,1.27,3.8,5.07,1.63,1.4,0.97,0.77,1.93,12.67,30
12,"Tyrese Haliburton","Iowa State",2020,4396993,66,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4396993.png","Iowa State","https://a.espncdn.com/i/teamlogos/ncaa/500/66.png",36.68,5.59,11.09,2.36,5.64,1.68,2.05,1.45,4.41,5.86,6.45,2.45,0.68,2.77,1.27,15.23,22
13,"Kira Lewis Jr.","Alabama",2020,4395698,333,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395698.png","Alabama","https://a.espncdn.com/i/teamlogos/ncaa/500/333.png",37.65,6.65,14.48,1.81,4.94,3.39,4.23,0.84,3.94,4.77,5.23,1.81,0.58,3.52,2.61,18.48,31
14,"Aaron Nesmith","Vanderbilt",2020,4396909,238,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4396909.png","Vanderbilt","https://a.espncdn.com/i/teamlogos/ncaa/500/238.png",35.79,7.5,14.64,4.29,8.21,3.71,4.5,0.79,4.07,4.86,0.93,1.43,0.86,1.71,2.79,23,14
15,"Cole Anthony","UNC",2020,4432809,153,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432809.png","North Carolina","https://a.espncdn.com/i/teamlogos/ncaa/500/153.png",34.91,5.95,15.68,2.23,6.41,4.36,5.82,0.45,5.23,5.68,4,1.32,0.27,3.5,2.91,18.5,22
16,"Isaiah Stewart","Washington",2020,4432810,264,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432810.png","Washington","https://a.espncdn.com/i/teamlogos/ncaa/500/264.png",32.22,6,10.53,0.16,0.62,4.81,6.22,2.75,6.03,8.78,0.84,0.53,2.06,2.22,2.62,16.97,32
18,"Josh Green","Arizona",2020,4432811,12,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432811.png","Arizona","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",30.87,4.07,9.6,1,2.77,2.83,3.63,1.3,3.27,4.57,2.6,1.53,0.43,1.63,2.43,11.97,30
18,"Josh Green","Arizona",2020,4598786,95,"Guard",NA,"Pikeville",NA,7,0,2,0,1,0,0,1,2,3,1,0,0,2,1,0,1
19,"Saddiq Bey","Villanova",2020,4397136,222,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397136.png","Villanova","https://a.espncdn.com/i/teamlogos/ncaa/500/222.png",33.9,5.65,11.84,2.55,5.65,2.26,2.94,1.29,3.45,4.74,2.39,0.77,0.39,1.48,2.48,16.1,31
20,"Precious Achiuwa","Memphis",2020,4431679,235,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431679.png","Memphis","https://a.espncdn.com/i/teamlogos/ncaa/500/235.png",30.42,5.87,11.9,0.42,1.29,3.61,6.03,3,7.77,10.77,0.97,1.1,1.87,2.81,2.35,15.77,31
21,"Tyrese Maxey","Kentucky",2020,4431678,96,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431678.png","Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",34.45,4.84,11.32,1.06,3.65,3.23,3.87,0.39,3.9,4.29,3.16,0.87,0.39,2.16,2.39,13.97,31
22,"Zeke Nnaji","Arizona",2020,4431690,12,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431690.png","Arizona","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",30.66,5.59,9.81,0.16,0.53,4.75,6.25,3.09,5.53,8.62,0.84,0.72,0.88,2.19,2.38,16.09,32
25,"Immanuel Quickley","Kentucky",2020,4395724,96,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395724.png","Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",32.97,4.6,11.07,2.07,4.83,4.8,5.2,0.53,3.67,4.2,1.87,0.9,0.13,1.6,2.33,16.07,30
26,"Payton Pritchard","Oregon",2020,4066354,2483,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066354.png","Oregon","https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png",36.61,6.97,14.9,2.84,6.84,3.71,4.52,0.68,3.65,4.32,5.55,1.52,0.03,2.74,2,20.48,31
27,"Udoka Azubuike","Kansas",2020,4066299,2305,"Center","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066299.png","Kansas","https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png",27.71,5.84,7.81,0,0,2.06,4.68,3.45,7,10.45,0.94,0.48,2.58,2.45,2.42,13.74,31
28,"Jaden McDaniels","Washington",2020,4431671,264,"Forward",NA,"Washington","https://a.espncdn.com/i/teamlogos/ncaa/500/264.png",31.06,4.39,10.84,1.39,4.1,2.81,3.68,1.1,4.71,5.81,2.1,0.77,1.39,3.23,3.32,12.97,31
29,"Malachi Flynn","San Diego State",2020,4066668,21,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066668.png","San Diego State","https://a.espncdn.com/i/teamlogos/ncaa/500/21.png",33.44,5.75,13.03,2.38,6.38,3.75,4.38,0.62,3.84,4.47,5.09,1.75,0.09,1.78,1.75,17.62,32
30,"Desmond Bane","TCU",2020,4066320,2628,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066320.png","TCU","https://a.espncdn.com/i/teamlogos/ncaa/500/2628.png",36,6.16,13.62,2.88,6.5,1.41,1.78,1.44,4.94,6.38,3.88,1.47,0.53,2.31,2.16,16.59,32
31,"Tyrell Terry","Stanford",2020,4431747,24,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431747.png","Stanford","https://a.espncdn.com/i/teamlogos/ncaa/500/24.png",32.58,4.74,10.74,2,4.9,3.16,3.55,0.35,4.13,4.48,3.19,1.39,0.06,2.65,2.06,14.65,31
32,"Vernon Carey Jr.","Duke",2020,4431669,150,"Center","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431669.png","Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",24.9,6.42,11.13,0.26,0.68,4.71,7.03,2.68,6.1,8.77,0.97,0.71,1.58,2.03,2.74,17.81,31
33,"Daniel Oturu","Minnesota",2020,4397215,135,"Center","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397215.png","Minnesota","https://a.espncdn.com/i/teamlogos/ncaa/500/135.png",33.87,7.68,13.65,0.61,1.68,4.13,5.84,3.74,7.52,11.26,1.1,0.55,2.45,2.84,2.68,20.1,31
35,"Xavier Tillman Sr.","Michigan State",2020,4277964,127,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277964.png","Michigan State","https://a.espncdn.com/i/teamlogos/ncaa/500/127.png",32.1,5.32,9.68,0.42,1.61,2.65,3.97,2.68,7.65,10.32,3.03,1.19,2.1,1.97,2.61,13.71,31
36,"Tyler Bey","Colorado",2020,4278502,38,"Center","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278502.png","Colorado","https://a.espncdn.com/i/teamlogos/ncaa/500/38.png",28.97,4.52,8.52,0.42,1,4.39,5.9,2,7.03,9.03,1.48,1.55,1.16,2.42,1.9,13.84,31
38,"Saben Lee","Vanderbilt",2020,4278124,238,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278124.png","Vanderbilt","https://a.espncdn.com/i/teamlogos/ncaa/500/238.png",32.88,6.25,12.94,1.22,3.78,4.84,6.44,0.56,2.97,3.53,4.19,1.53,0.28,3.09,1.78,18.56,32
39,"Elijah Hughes","Syracuse",2020,4066446,183,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066446.png","Syracuse","https://a.espncdn.com/i/teamlogos/ncaa/500/183.png",36.72,6.19,14.53,2.44,7.16,4.22,5.19,0.44,4.53,4.97,3.41,1.16,0.81,2.28,1.81,19.03,32
40,"Robert Woodard II","Mississippi State",2020,4396961,344,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4396961.png","Mississippi State","https://a.espncdn.com/i/teamlogos/ncaa/500/344.png",33.06,4.39,8.87,0.97,2.26,1.61,2.52,2.19,4.35,6.55,1.29,1.13,1.03,1.87,1.87,11.35,31
41,"Tre Jones","Duke",2020,4395626,150,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395626.png","Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",35.45,5.59,13.21,1.34,3.72,3.72,4.83,0.66,3.59,4.24,6.38,1.76,0.34,2.69,1.76,16.24,29
42,"Nick Richards","Kentucky",2020,4278076,96,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4278076.png","Kentucky","https://a.espncdn.com/i/teamlogos/ncaa/500/96.png",29.65,5.26,8.16,0,0,3.52,4.68,2.61,5.16,7.77,0.23,0.1,2.13,1.58,3.16,14.03,31
43,"Jahmi'us Ramsey","Texas Tech",2020,4431688,2641,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431688.png","Texas Tech","https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png",31.19,5.48,12.41,2.22,5.22,1.85,2.89,0.74,3.26,4,2.22,1.33,0.67,2,2.19,15.04,27
45,"Jordan Nwora","Louisville",2020,4277883,97,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4277883.png","Louisville","https://a.espncdn.com/i/teamlogos/ncaa/500/97.png",33.1,6.1,13.87,2.45,6.1,3.35,4.13,1.68,6.03,7.71,1.29,0.74,0.26,2.1,2.23,18,31
46,"CJ Elleby","Washington State",2020,4397166,265,"Forward","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397166.png","Washington State","https://a.espncdn.com/i/teamlogos/ncaa/500/265.png",33.38,6.16,15.56,2.31,6.81,3.78,4.59,1.22,6.62,7.84,1.88,1.75,0.81,2.16,2.94,18.41,32
48,"Nico Mannion","Arizona",2020,4431672,12,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431672.png","Arizona","https://a.espncdn.com/i/teamlogos/ncaa/500/12.png",32.25,4.5,11.47,1.66,5.06,3.31,4.16,0.25,2.25,2.5,5.28,1.19,0,2.56,1.72,13.97,32
49,"Isaiah Joe","Arkansas",2020,4395702,8,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4395702.png","Arkansas","https://a.espncdn.com/i/teamlogos/ncaa/500/8.png",36.15,5.08,13.85,3.62,10.58,3.12,3.5,0.54,3.58,4.12,1.73,1.42,0.27,1.73,1.85,16.88,26
50,"Skylar Mays","LSU",2020,4066269,99,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066269.png","LSU","https://a.espncdn.com/i/teamlogos/ncaa/500/99.png",34.42,5.45,11.1,1.61,4.1,4.16,4.87,0.48,4.55,5.03,3.23,1.77,0.23,2.26,1.68,16.68,31
51,"Justinian Jessup","Boise State",2020,4066632,68,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066632.png","Boise State","https://a.espncdn.com/i/teamlogos/ncaa/500/68.png",35.97,5.38,12.66,3.06,7.75,2.19,2.28,0.97,3.47,4.44,2.09,1.41,0.47,1.25,2.16,16,32
53,"Cassius Winston","Michigan State",2020,4066382,127,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4066382.png","Michigan State","https://a.espncdn.com/i/teamlogos/ncaa/500/127.png",32.67,6.17,13.77,2.43,5.63,3.83,4.5,0.2,2.3,2.5,5.87,1.2,0.03,3.2,1.97,18.6,30
54,"Cassius Stanley","Duke",2020,4431686,150,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431686.png","Duke","https://a.espncdn.com/i/teamlogos/ncaa/500/150.png",27.45,4.41,9.31,1.07,2.97,2.66,3.62,1.86,3,4.86,1.03,0.69,0.72,1.9,2.17,12.55,29
56,"Grant Riller","College of Charleston",2020,3912295,232,"Guard","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/3912295.png","Charleston","https://a.espncdn.com/i/teamlogos/ncaa/500/232.png",33.52,7.32,14.68,1.52,4.19,5.71,6.9,0.52,4.58,5.1,3.94,1.58,0.32,3.16,2.26,21.87,31
