"Player","athlete_id","num_years_college","dpm"
"Jalen Williams",4593803,3,-1.08
"Jalen Williams",4593803,3,-1.81
"Jalen Williams",4593803,3,0.17
"Jalen Williams",4593803,3,0.25
"Jalen Williams",4593803,3,0.7
"Jalen Williams",4909907,1,-0.39
"Jalen Williams",4909907,1,1.96
"Jalen Williams",4909907,1,2.44
"Jalen Williams",4909907,1,2
"Jalen Williams",4909907,1,-1.61
"Jalen Williams",4909907,1,-0.71
"Jalen Williams",4909907,1,-1.21
"Jalen Williams",4909907,1,-1.3
"Jalen Williams",4909907,1,-1.08
"Jalen Williams",4909907,1,-1.81
"Jalen Williams",4909907,1,0.17
"Jalen Williams",4909907,1,0.25
"Jalen Williams",4909907,1,0.7
"Jalen Wilson",4431714,4,-1.86
"Jalen Wilson",4431714,4,-1.7
"Jalen Wilson",4431714,4,-2.03
"Jalen Wilson",4431714,4,-5
"Jalen Wilson",4431714,4,-5
"Jamaal Franklin",51842,3,-1.78
"Jamaal Franklin",51842,3,-2.54
"Jamaal Franklin",51842,3,-5
"Jamaal Franklin",51842,3,-5
"Jamaal Franklin",51842,3,-5
"Jamal Murray",3936299,1,-1.35
"Jamal Murray",3936299,1,0.36
"Jamal Murray",3936299,1,1.05
"Jamal Murray",3936299,1,2.15
"Jamal Murray",3936299,1,1.92
"Jamal Shead",4432241,4,-2.26
"Jamal Shead",4432241,4,0.85
"Jamal Shead",4432241,4,-5
"Jamal Shead",4432241,4,-5
"Jamal Shead",4432241,4,-5
"James Anderson",36251,3,-2.07
"James Anderson",36251,3,-2.25
"James Anderson",36251,3,-0.99
"James Anderson",36251,3,-1.97
"James Anderson",36251,3,-0.83
"James Anderson",36411,3,-2.07
"James Anderson",36411,3,-2.25
"James Anderson",36411,3,-0.99
"James Anderson",36411,3,-1.97
"James Anderson",36411,3,-0.83
"James Augustine",10944,4,-1.7
"James Augustine",10944,4,-2.36
"James Augustine",10944,4,-5
"James Augustine",10944,4,-5
"James Augustine",10944,4,-5
"James Bouknight",4431712,2,-2.47
"James Bouknight",4431712,2,-3.07
"James Bouknight",4431712,2,-1.78
"James Bouknight",4431712,2,-5
"James Bouknight",4431712,2,-5
"James Ennis III",56241,2,0.04
"James Ennis III",56241,2,0.38
"James Ennis III",56241,2,0.07
"James Ennis III",56241,2,-1.12
"James Ennis III",56241,2,-0.44
"James Gist",22387,4,-1.14
"James Gist",22387,4,-5
"James Gist",22387,4,-5
"James Gist",22387,4,-5
"James Gist",22387,4,-5
"James Harden",36072,2,2.16
"James Harden",36072,2,2.85
"James Harden",36072,2,3.28
"James Harden",36072,2,4.33
"James Harden",36072,2,4.49
"James Johnson",36120,2,-2.42
"James Johnson",36120,2,0.24
"James Johnson",36120,2,-0.11
"James Johnson",36120,2,1.55
"James Johnson",36120,2,0.83
"James Johnson",36120,2,-1.12
"James Johnson",36120,2,-1.3
"James Johnson",36120,2,-0.3
"James Johnson",36120,2,-2.75
"James Johnson",36120,2,1.19
"James Johnson",42097,4,-2.42
"James Johnson",42097,4,0.24
"James Johnson",42097,4,-0.11
"James Johnson",42097,4,1.55
"James Johnson",42097,4,0.83
"James Johnson",42097,4,-1.12
"James Johnson",42097,4,-1.3
"James Johnson",42097,4,-0.3
"James Johnson",42097,4,-2.75
"James Johnson",42097,4,1.19
"James White",4976,4,-1.57
"James White",4976,4,-2.64
"James White",4976,4,-1.72
"James White",4976,4,-5
"James White",4976,4,-5
"James Wiseman",4432808,1,-3.82
"James Wiseman",4432808,1,-1.84
"James Wiseman",4432808,1,-3.54
"James Wiseman",4432808,1,-2.65
"James Wiseman",4432808,1,-1.97
"James Young",66613,1,-1.94
"James Young",66613,1,-0.79
"James Young",66613,1,-0.87
"James Young",66613,1,-1.06
"James Young",66613,1,-5
"JamesOn Curry",22362,3,-1.85
"JamesOn Curry",22362,3,-2.08
"JamesOn Curry",22362,3,-5
"JamesOn Curry",22362,3,-5
"JamesOn Curry",22362,3,-5
"Jamir Watkins",4606840,4,-0.45
"Jamir Watkins",4606840,4,-5
"Jamir Watkins",4606840,4,-5
"Jamir Watkins",4606840,4,-5
"Jamir Watkins",4606840,4,-5
"Jarace Walker",5106060,1,-1.27
"Jarace Walker",5106060,1,-1.2
"Jarace Walker",5106060,1,-1.73
"Jarace Walker",5106060,1,-5
"Jarace Walker",5106060,1,-5
"Jared Butler",4395695,3,-1.83
"Jared Butler",4395695,3,-1.55
"Jared Butler",4395695,3,-0.75
"Jared Butler",4395695,3,-0.9
"Jared Butler",4395695,3,-0.75
"Jared Cunningham",46146,3,-1.67
"Jared Cunningham",46146,3,-1.5
"Jared Cunningham",46146,3,-1.71
"Jared Cunningham",46146,3,-2.55
"Jared Cunningham",46146,3,-5
"Jared Dudley",17911,4,0.64
"Jared Dudley",17911,4,1.08
"Jared Dudley",17911,4,1.87
"Jared Dudley",17911,4,1.59
"Jared Dudley",17911,4,1.65
"Jared Jordan",15988,4,-1.14
"Jared Jordan",15988,4,-5
"Jared Jordan",15988,4,-5
"Jared Jordan",15988,4,-5
"Jared Jordan",15988,4,-5
"Jared McCain",4683778,1,-0.68
"Jared McCain",4683778,1,-1.85
"Jared McCain",4683778,1,-5
"Jared McCain",4683778,1,-5
"Jared McCain",4683778,1,-5
"Jared Sullinger",51405,2,-0.85
"Jared Sullinger",51405,2,-0.16
"Jared Sullinger",51405,2,-0.31
"Jared Sullinger",51405,2,-0.03
"Jared Sullinger",51405,2,-0.72
"Jarell Martin",66253,2,-1.42
"Jarell Martin",66253,2,-2.05
"Jarell Martin",66253,2,-2.05
"Jarell Martin",66253,2,-0.48
"Jarell Martin",66253,2,-5
"Jaren Jackson Jr.",4277961,1,-0.88
"Jaren Jackson Jr.",4277961,1,0.81
"Jaren Jackson Jr.",4277961,1,0.43
"Jaren Jackson Jr.",4277961,1,2.21
"Jaren Jackson Jr.",4277961,1,2.38
"Jarnell Stokes",61049,3,-0.82
"Jarnell Stokes",61049,3,-1.15
"Jarnell Stokes",61049,3,-0.22
"Jarnell Stokes",61049,3,-1.51
"Jarnell Stokes",61049,3,-5
"Jaron Blossomgame",61835,4,-2.17
"Jaron Blossomgame",61835,4,-5
"Jaron Blossomgame",61835,4,-5
"Jaron Blossomgame",61835,4,-5
"Jaron Blossomgame",61835,4,-5
"Jarred Vanderbilt",4278077,1,-1.68
"Jarred Vanderbilt",4278077,1,-1.06
"Jarred Vanderbilt",4278077,1,1.17
"Jarred Vanderbilt",4278077,1,1.71
"Jarred Vanderbilt",4278077,1,0.08
"Jarrell Brantley",3912292,4,-1.43
"Jarrell Brantley",3912292,4,-0.93
"Jarrell Brantley",3912292,4,-0.01
"Jarrell Brantley",3912292,4,-5
"Jarrell Brantley",3912292,4,-5
"Jarrett Allen",4066328,1,-0.66
"Jarrett Allen",4066328,1,0.25
"Jarrett Allen",4066328,1,0.78
"Jarrett Allen",4066328,1,-0.48
"Jarrett Allen",4066328,1,1.51
"Jarrett Culver",4277928,2,-0.71
"Jarrett Culver",4277928,2,-1.71
"Jarrett Culver",4277928,2,-2.51
"Jarrett Culver",4277928,2,-2.69
"Jarrett Culver",4277928,2,-5
"Jarrett Jack",13930,3,-1.17
"Jarrett Jack",13930,3,-0.9
"Jarrett Jack",13930,3,-1.54
"Jarrett Jack",13930,3,-0.75
"Jarrett Jack",13930,3,-0.6
"Jarvis Varnado",32037,4,-2.87
"Jarvis Varnado",32037,4,-1.87
"Jarvis Varnado",32037,4,-5
"Jarvis Varnado",32037,4,-5
"Jarvis Varnado",32037,4,-5
"Jase Richardson",5239561,1,-2.14
"Jase Richardson",5239561,1,-1.4
"Jase Richardson",5239561,1,-0.99
"Jase Richardson",5239561,1,0.14
"Jase Richardson",5239561,1,0.93
"Jase Richardson",5239561,1,1.65
"Jase Richardson",5239561,1,-0.58
"Jase Richardson",5239561,1,-0.33
"Jase Richardson",5239561,1,1.14
"Jase Richardson",5239561,1,0.75
"Jase Richardson",5239561,1,-0.14
"Jason Maxiell",8015,4,-3.45
"Jason Maxiell",8015,4,-1.65
"Jason Maxiell",8015,4,-0.08
"Jason Maxiell",8015,4,-0.17
"Jason Maxiell",8015,4,-1.16
"Jason Preston",4397916,3,-1.74
"Jason Preston",4397916,3,-1.7
"Jason Preston",4397916,3,-2.7
"Jason Preston",4397916,3,-2.14
"Jason Preston",4397916,3,-2.37
"Jason Smith",22251,3,-3.07
"Jason Smith",22251,3,-0.96
"Jason Smith",22251,3,-1.42
"Jason Smith",22251,3,-0.74
"Jason Smith",22251,3,1.15
"Jason Smith",22251,3,-2.62
"Jason Smith",22251,3,-1.5
"Jason Smith",22251,3,-2.48
"Jason Smith",22251,3,-1.93
"Jason Smith",22251,3,-0.72
"Jason Smith",32610,3,-3.07
"Jason Smith",32610,3,-0.96
"Jason Smith",32610,3,-1.42
"Jason Smith",32610,3,-0.74
"Jason Smith",32610,3,1.15
"Jason Smith",32610,3,-2.62
"Jason Smith",32610,3,-1.5
"Jason Smith",32610,3,-2.48
"Jason Smith",32610,3,-1.93
"Jason Smith",32610,3,-0.72
"Jason Thompson",23138,4,-1.19
"Jason Thompson",23138,4,-1.22
"Jason Thompson",23138,4,0.04
"Jason Thompson",23138,4,1.01
"Jason Thompson",23138,4,0.02
"Jason Thompson",40200,4,-1.19
"Jason Thompson",40200,4,-1.22
"Jason Thompson",40200,4,0.04
"Jason Thompson",40200,4,1.01
"Jason Thompson",40200,4,0.02
"Javaris Crittenton",31615,1,-1.35
"Javaris Crittenton",31615,1,-1.31
"Javaris Crittenton",31615,1,-0.9
"Javaris Crittenton",31615,1,-5
"Javaris Crittenton",31615,1,-5
"Javon Small",4781746,4,-0.44
"Javon Small",4781746,4,-5
"Javon Small",4781746,4,-5
"Javon Small",4781746,4,-5
"Javon Small",4781746,4,-5
"Jawun Evans",3912854,2,-2.5
"Jawun Evans",3912854,2,-2.47
"Jawun Evans",3912854,2,-5
"Jawun Evans",3912854,2,-5
"Jawun Evans",3912854,2,-5
"Jaxson Hayes",4397077,1,0.96
"Jaxson Hayes",4397077,1,-1.33
"Jaxson Hayes",4397077,1,-0.5
"Jaxson Hayes",4397077,1,-0.2
"Jaxson Hayes",4397077,1,-1.19
"Jaylen Brown",3917376,1,-2.04
"Jaylen Brown",3917376,1,0.57
"Jaylen Brown",3917376,1,0.11
"Jaylen Brown",3917376,1,1.31
"Jaylen Brown",3917376,1,2.34
"Jaylen Clark",4432247,3,-1.84
"Jaylen Clark",4432247,3,-1.31
"Jaylen Clark",4432247,3,-0.52
"Jaylen Clark",4432247,3,-5
"Jaylen Clark",4432247,3,-5
"Jaylen Hands",4278526,2,-1.14
"Jaylen Hands",4278526,2,-5
"Jaylen Hands",4278526,2,-5
"Jaylen Hands",4278526,2,-5
"Jaylen Hands",4278526,2,-5
"Jaylen Nowell",4278541,2,-1.71
"Jaylen Nowell",4278541,2,-1.48
"Jaylen Nowell",4278541,2,-0.8
"Jaylen Nowell",4278541,2,-2.2
"Jaylen Nowell",4278541,2,-1.79
"Jaylen Wells",5112087,2,-1.39
"Jaylen Wells",5112087,2,-1.05
"Jaylen Wells",5112087,2,-5
"Jaylen Wells",5112087,2,-5
"Jaylen Wells",5112087,2,-5
"Jaylin Williams",4431776,5,-0.39
"Jaylin Williams",4431776,5,1.96
"Jaylin Williams",4431776,5,2.44
"Jaylin Williams",4431776,5,2
"Jaylin Williams",4431776,5,-1.81
"Jaylin Williams",4431776,5,0.17
"Jaylin Williams",4431776,5,0.25
"Jaylin Williams",4431776,5,0.7
"Jaylin Williams",4432823,2,-0.39
"Jaylin Williams",4432823,2,1.96
"Jaylin Williams",4432823,2,2.44
"Jaylin Williams",4432823,2,2
"Jaylin Williams",4432823,2,-1.81
"Jaylin Williams",4432823,2,0.17
"Jaylin Williams",4432823,2,0.25
"Jaylin Williams",4432823,2,0.7
"Jaylon Tyson",4683747,3,-1.88
"Jaylon Tyson",4683747,3,-0.6
"Jaylon Tyson",4683747,3,-5
"Jaylon Tyson",4683747,3,-5
"Jaylon Tyson",4683747,3,-5
"Jayson Tatum",4065648,1,1.39
"Jayson Tatum",4065648,1,1.54
"Jayson Tatum",4065648,1,3.82
"Jayson Tatum",4065648,1,2.93
"Jayson Tatum",4065648,1,5.24
"Jeff Ayres",26880,4,-2.2
"Jeff Ayres",26880,4,-1.98
"Jeff Ayres",26880,4,-2.9
"Jeff Ayres",26880,4,-2.04
"Jeff Ayres",26880,4,-1.71
"Jeff Green",22425,3,-3.79
"Jeff Green",22425,3,-1.75
"Jeff Green",22425,3,-0.5
"Jeff Green",22425,3,-1.72
"Jeff Green",22425,3,-1.14
"Jeff Teague",36121,2,-2.42
"Jeff Teague",36121,2,-0.49
"Jeff Teague",36121,2,0.95
"Jeff Teague",36121,2,0
"Jeff Teague",36121,2,0.12
"Jeff Withey",40989,4,-1.54
"Jeff Withey",40989,4,-0.49
"Jeff Withey",40989,4,-0.4
"Jeff Withey",40989,4,-1.05
"Jeff Withey",40989,4,-0.22
"Jeffery Taylor",41709,4,-1.6
"Jeffery Taylor",41709,4,-3.16
"Jeffery Taylor",41709,4,-3.24
"Jeffery Taylor",41709,4,-5
"Jeffery Taylor",41709,4,-5
"Jerami Grant",61822,2,-1.08
"Jerami Grant",61822,2,-1.37
"Jerami Grant",61822,2,-1.8
"Jerami Grant",61822,2,-1
"Jerami Grant",61822,2,0.52
"Jeremiah Fears",5144091,1,-0.82
"Jeremiah Fears",5144091,1,-5
"Jeremiah Fears",5144091,1,-5
"Jeremiah Fears",5144091,1,-5
"Jeremiah Fears",5144091,1,-5
"Jeremiah Robinson-Earl",4432813,2,-2.24
"Jeremiah Robinson-Earl",4432813,2,-1.2
"Jeremiah Robinson-Earl",4432813,2,-1.17
"Jeremiah Robinson-Earl",4432813,2,-0.58
"Jeremiah Robinson-Earl",4432813,2,-1.35
"Jeremy Evans",32795,4,0.32
"Jeremy Evans",32795,4,0.7
"Jeremy Evans",32795,4,1.22
"Jeremy Evans",32795,4,-0.12
"Jeremy Evans",32795,4,0.65
"Jeremy Lamb",51453,2,-1.93
"Jeremy Lamb",51453,2,-0.25
"Jeremy Lamb",51453,2,-0.83
"Jeremy Lamb",51453,2,0.31
"Jeremy Lamb",51453,2,0.14
"Jeremy Sochan",4610139,1,-2.74
"Jeremy Sochan",4610139,1,-2.1
"Jeremy Sochan",4610139,1,-1.4
"Jeremy Sochan",4610139,1,-1.08
"Jeremy Sochan",4610139,1,-5
"Jerian Grant",51374,4,-0.63
"Jerian Grant",51374,4,-0.49
"Jerian Grant",51374,4,-0.44
"Jerian Grant",51374,4,-1.08
"Jerian Grant",51374,4,-2.74
"Jerian Grant",51374,4,-1.83
"Jerian Grant",51374,4,0.16
"Jerian Grant",51374,4,-0.43
"Jerian Grant",51374,4,-1.65
"Jerian Grant",51374,4,-1.26
"Jericho Sims",4277922,4,-1.41
"Jericho Sims",4277922,4,-1.36
"Jericho Sims",4277922,4,-1.07
"Jericho Sims",4277922,4,-1.69
"Jericho Sims",4277922,4,-1.75
"Jermaine Taylor",26812,4,-2.3
"Jermaine Taylor",26812,4,-1.45
"Jermaine Taylor",26812,4,-5
"Jermaine Taylor",26812,4,-5
"Jermaine Taylor",26812,4,-5
"Jermareo Davidson",15390,4,-3.62
"Jermareo Davidson",15390,4,-2.92
"Jermareo Davidson",15390,4,-5
"Jermareo Davidson",15390,4,-5
"Jermareo Davidson",15390,4,-5
"Jerome Robinson",3943606,3,-1.93
"Jerome Robinson",3943606,3,-2.07
"Jerome Robinson",3943606,3,-2.92
"Jerome Robinson",3943606,3,-1.33
"Jerome Robinson",3943606,3,-5
"Jerryd Bayless",36075,1,-3.06
"Jerryd Bayless",36075,1,-1.44
"Jerryd Bayless",36075,1,-1.86
"Jerryd Bayless",36075,1,-0.29
"Jerryd Bayless",36075,1,-1.47
"Jett Howard",5105806,1,-1.39
"Jett Howard",5105806,1,-3.38
"Jett Howard",5105806,1,-2.41
"Jett Howard",5105806,1,-5
"Jett Howard",5105806,1,-5
"Jevon Carter",3133635,4,-1
"Jevon Carter",3133635,4,-0.42
"Jevon Carter",3133635,4,-1.86
"Jevon Carter",3133635,4,0.9
"Jevon Carter",3133635,4,0.52
"Jevon Carter",3133635,4,-0.35
"Jevon Carter",3133635,4,0.36
"Jimmer Fredette",36409,4,-2.99
"Jimmer Fredette",36409,4,-1.87
"Jimmer Fredette",36409,4,-0.6
"Jimmer Fredette",36409,4,-1.22
"Jimmer Fredette",36409,4,-1.62
"Jimmy Butler",41080,3,-1.73
"Jimmy Butler",41080,3,2.2
"Jimmy Butler",41080,3,2.3
"Jimmy Butler",41080,3,3.08
"Jimmy Butler",41080,3,2.55
"Joakim Noah",22154,3,1.37
"Joakim Noah",22154,3,1.49
"Joakim Noah",22154,3,1.14
"Joakim Noah",22154,3,1.79
"Joakim Noah",22154,3,1.76
"Jodie Meeks",31683,3,-0.76
"Jodie Meeks",31683,3,0.54
"Jodie Meeks",31683,3,-0.25
"Jodie Meeks",31683,3,-0.32
"Jodie Meeks",31683,3,-0.74
"Joe Alexander",27301,3,-1.65
"Joe Alexander",27301,3,-2.86
"Joe Alexander",27301,3,-2.27
"Joe Alexander",27301,3,-5
"Joe Alexander",27301,3,-5
"Joe Crawford",22100,4,-2.07
"Joe Crawford",22100,4,-5
"Joe Crawford",22100,4,-5
"Joe Crawford",22100,4,-5
"Joe Crawford",22100,4,-5
"Joe Harris",51064,4,-2.12
"Joe Harris",51064,4,-2.58
"Joe Harris",51064,4,-2.58
"Joe Harris",51064,4,-0.56
"Joe Harris",51064,4,-1.22
"Joe Wieskamp",4397033,3,-2.2
"Joe Wieskamp",4397033,3,-2.48
"Joe Wieskamp",4397033,3,-5
"Joe Wieskamp",4397033,3,-5
"Joe Wieskamp",4397033,3,-5
"Joe Young",51555,4,-1.96
"Joe Young",51555,4,-2.02
"Joe Young",51555,4,-2.79
"Joe Young",51555,4,-5
"Joe Young",51555,4,-5
"Joel Bolomboy",61231,4,-1.85
"Joel Bolomboy",61231,4,-2.56
"Joel Bolomboy",61231,4,-5
"Joel Bolomboy",61231,4,-5
"Joel Bolomboy",61231,4,-5
"Joel Embiid",67433,1,-0.88
"Joel Embiid",67433,1,-0.5
"Joel Embiid",67433,1,2.58
"Joel Embiid",67433,1,3.02
"Joel Embiid",67433,1,5.09
"Joey Dorsey",22285,4,-1.31
"Joey Dorsey",22285,4,-3.22
"Joey Dorsey",22285,4,-1.61
"Joey Dorsey",22285,4,-0.22
"Joey Dorsey",22285,4,-5
"Joey Graham",3421,4,-2.28
"Joey Graham",3421,4,-1.58
"Joey Graham",3421,4,-2.14
"Joey Graham",3421,4,-2.61
"Joey Graham",3421,4,-2.28
"John Collins",3908845,2,-0.51
"John Collins",3908845,2,-0.02
"John Collins",3908845,2,-0.37
"John Collins",3908845,2,1.26
"John Collins",3908845,2,0.37
"John Henson",45531,3,-2.22
"John Henson",45531,3,-3.18
"John Henson",45531,3,-1.85
"John Henson",45531,3,-2.69
"John Henson",45531,3,-1.62
"John Jenkins",45892,3,-1.48
"John Jenkins",45892,3,-1.25
"John Jenkins",45892,3,-0.13
"John Jenkins",45892,3,-1.38
"John Jenkins",45892,3,-1.11
"John Tonje",4593043,6,-2.08
"John Tonje",4593043,6,-5
"John Tonje",4593043,6,-5
"John Tonje",4593043,6,-5
"John Tonje",4593043,6,-5
"John Wall",45885,1,-0.79
"John Wall",45885,1,-1.22
"John Wall",45885,1,0.48
"John Wall",45885,1,1.82
"John Wall",45885,1,2.25
"Johni Broome",4433569,5,-2.81
"Johni Broome",4433569,5,-5
"Johni Broome",4433569,5,-5
"Johni Broome",4433569,5,-5
"Johni Broome",4433569,5,-5
"Johnny Davis",4432356,2,-3.02
"Johnny Davis",4432356,2,-2.02
"Johnny Davis",4432356,2,-1.26
"Johnny Davis",4432356,2,-1.21
"Johnny Davis",4432356,2,-5
"Johnny Furphy",5157066,1,-0.56
"Johnny Furphy",5157066,1,-0.57
"Johnny Furphy",5157066,1,-5
"Johnny Furphy",5157066,1,-5
"Johnny Furphy",5157066,1,-5
"Johnny O'Bryant",56357,3,-1.14
"Johnny O'Bryant",56357,3,-5
"Johnny O'Bryant",56357,3,-5
"Johnny O'Bryant",56357,3,-5
"Johnny O'Bryant",56357,3,-5
"Jon Brockman",26870,4,-0.14
"Jon Brockman",26870,4,-1.11
"Jon Brockman",26870,4,-1.36
"Jon Brockman",26870,4,-5
"Jon Brockman",26870,4,-5
"Jon Diebler",36132,4,-1.14
"Jon Diebler",36132,4,-5
"Jon Diebler",36132,4,-5
"Jon Diebler",36132,4,-5
"Jon Diebler",36132,4,-5
"Jon Leuer",36138,4,-1.71
"Jon Leuer",36138,4,-1.73
"Jon Leuer",36138,4,-0.4
"Jon Leuer",36138,4,-2.27
"Jon Leuer",36138,4,-1.19
"Jonathan Isaac",4065654,1,0.02
"Jonathan Isaac",4065654,1,0.16
"Jonathan Isaac",4065654,1,1.58
"Jonathan Isaac",4065654,1,1.75
"Jonathan Isaac",4065654,1,1.66
"Jonathan Mogbo",5107897,2,-2.16
"Jonathan Mogbo",5107897,2,-0.83
"Jonathan Mogbo",5107897,2,-5
"Jonathan Mogbo",5107897,2,-5
"Jonathan Mogbo",5107897,2,-5
"Jonny Flynn",36581,2,-3.53
"Jonny Flynn",36581,2,-3.57
"Jonny Flynn",36581,2,-2.69
"Jonny Flynn",36581,2,-5
"Jonny Flynn",36581,2,-5
"Jordan Adams",52785,4,-0.16
"Jordan Adams",52785,4,0.52
"Jordan Adams",61730,2,-0.16
"Jordan Adams",61730,2,0.52
"Jordan Adams",52785,4,-5
"Jordan Bell",66207,3,0.26
"Jordan Bell",66207,3,-1.35
"Jordan Bell",66207,3,-1.07
"Jordan Bell",66207,3,-1.63
"Jordan Bell",66207,3,-1.75
"Jordan Bell",66207,3,-2.05
"Jordan Bell",66207,3,-1.97
"Jordan Bell",66207,3,-3.17
"Jordan Bell",66207,3,-1.92
"Jordan Bell",66207,3,-1.46
"Jordan Bell",66207,3,-2.27
"Jordan Bell",4067766,5,0.26
"Jordan Bell",4067766,5,-1.35
"Jordan Bell",4067766,5,-1.07
"Jordan Bell",4067766,5,-1.63
"Jordan Bell",4067766,5,-1.75
"Jordan Bell",4067766,5,-2.05
"Jordan Bell",4067766,5,-1.97
"Jordan Bell",4067766,5,-3.17
"Jordan Bell",4067766,5,-1.92
"Jordan Bell",4067766,5,-1.46
"Jordan Bell",4067766,5,-2.27
"Jordan Bone",4066212,3,-2.61
"Jordan Bone",4066212,3,-2.47
"Jordan Bone",4066212,3,-5
"Jordan Bone",4066212,3,-5
"Jordan Bone",4066212,3,-5
"Jordan Clarkson",51323,3,-0.74
"Jordan Clarkson",51323,3,-2.26
"Jordan Clarkson",51323,3,-2.21
"Jordan Clarkson",51323,3,-2.23
"Jordan Clarkson",51323,3,-0.98
"Jordan Crawford",36467,2,-2.56
"Jordan Crawford",36467,2,-1.48
"Jordan Crawford",36467,2,-1.98
"Jordan Crawford",36467,2,-2.66
"Jordan Crawford",36467,2,-1.47
"Jordan Farmar",22165,2,-0.67
"Jordan Farmar",22165,2,-0.16
"Jordan Farmar",22165,2,-1.9
"Jordan Farmar",22165,2,-1.17
"Jordan Farmar",22165,2,-0.88
"Jordan Hamilton",41309,4,-1.89
"Jordan Hamilton",41309,4,-2.29
"Jordan Hamilton",41309,4,-0.98
"Jordan Hamilton",41309,4,-1.82
"Jordan Hamilton",41309,4,-1.47
"Jordan Hamilton",46197,2,-1.89
"Jordan Hamilton",46197,2,-2.29
"Jordan Hamilton",46197,2,-0.98
"Jordan Hamilton",46197,2,-1.82
"Jordan Hamilton",46197,2,-1.47
"Jordan Hawkins",4683750,2,-2.34
"Jordan Hawkins",4683750,2,-2.64
"Jordan Hawkins",4683750,2,-3.75
"Jordan Hawkins",4683750,2,-5
"Jordan Hawkins",4683750,2,-5
"Jordan Hill",31643,3,0.26
"Jordan Hill",31643,3,-1.35
"Jordan Hill",31643,3,-1.07
"Jordan Hill",31643,3,-1.63
"Jordan Hill",31643,3,-1.75
"Jordan Hill",31643,3,-2.05
"Jordan Hill",31643,3,-1.97
"Jordan Hill",31643,3,-3.17
"Jordan Hill",31643,3,-1.92
"Jordan Hill",31643,3,-1.46
"Jordan Hill",31643,3,-2.27
"Jordan McRae",51418,4,-1.2
"Jordan McRae",51418,4,-2.14
"Jordan McRae",51418,4,-1.43
"Jordan McRae",51418,4,-1.24
"Jordan McRae",51418,4,-5
"Jordan Mickey",66256,2,-2.44
"Jordan Mickey",66256,2,-1.97
"Jordan Mickey",66256,2,-2.63
"Jordan Mickey",66256,2,-5
"Jordan Mickey",66256,2,-5
"Jordan Miller",4396818,5,-1.92
"Jordan Miller",4396818,5,-1.76
"Jordan Miller",4396818,5,-0.09
"Jordan Miller",4396818,5,-5
"Jordan Miller",4396818,5,-5
"Jordan Nwora",4277883,3,-1.82
"Jordan Nwora",4277883,3,-3.16
"Jordan Nwora",4277883,3,-2.97
"Jordan Nwora",4277883,3,-2.59
"Jordan Nwora",4277883,3,-5
"Jordan Poole",4277956,2,-2.55
"Jordan Poole",4277956,2,-0.63
"Jordan Poole",4277956,2,0.78
"Jordan Poole",4277956,2,-0.81
"Jordan Poole",4277956,2,-2.11
"Jordan Walsh",4683689,1,-1.29
"Jordan Walsh",4683689,1,-1.05
"Jordan Walsh",4683689,1,0.86
"Jordan Walsh",4683689,1,-5
"Jordan Walsh",4683689,1,-5
"Jordan Williams",45916,2,-0.65
"Jordan Williams",45916,2,-5
"Jordan Williams",45916,2,-5
"Jordan Williams",45916,2,-5
"Jordan Williams",45916,2,-5
"Josh Boone",15340,3,-1.8
"Josh Boone",15340,3,-1.09
"Josh Boone",15340,3,-1.39
"Josh Boone",15340,3,-0.61
"Josh Boone",15340,3,-5
"Josh Christopher",4432168,1,-1.34
"Josh Christopher",4432168,1,-2.16
"Josh Christopher",4432168,1,-1.43
"Josh Christopher",4432168,1,-0.74
"Josh Christopher",4432168,1,-0.6
"Josh Green",4432811,1,-1.24
"Josh Green",4432811,1,-0.02
"Josh Green",4432811,1,-0.97
"Josh Green",4432811,1,-0.09
"Josh Green",4432811,1,-0.74
"Josh Green",4598786,1,-1.24
"Josh Green",4598786,1,-0.02
"Josh Green",4598786,1,-0.97
"Josh Green",4598786,1,-0.09
"Josh Green",4598786,1,-0.74
"Josh Harrellson",41838,3,-1.61
"Josh Harrellson",41838,3,-1.44
"Josh Harrellson",41838,3,-1.47
"Josh Harrellson",41838,3,-5
"Josh Harrellson",41838,3,-5
"Josh Hart",66173,4,-3.04
"Josh Hart",66173,4,-0.33
"Josh Hart",66173,4,0.19
"Josh Hart",66173,4,-0.01
"Josh Hart",66173,4,-0.46
"Josh Hart",66173,4,-0.13
"Josh Huestis",51363,4,-1.9
"Josh Huestis",51363,4,-1.25
"Josh Huestis",51363,4,-1.08
"Josh Huestis",51363,4,-5
"Josh Huestis",51363,4,-5
"Josh Jackson",4066297,1,-2.61
"Josh Jackson",4066297,1,-2.18
"Josh Jackson",4066297,1,-0.4
"Josh Jackson",4066297,1,-0.44
"Josh Jackson",4066297,1,-1.87
"Josh McRoberts",27022,2,-2.21
"Josh McRoberts",27022,2,-2.5
"Josh McRoberts",27022,2,-0.49
"Josh McRoberts",27022,2,0.55
"Josh McRoberts",27022,2,-0.89
"Josh Minott",4687718,1,-0.92
"Josh Minott",4687718,1,-0.95
"Josh Minott",4687718,1,1.25
"Josh Minott",4687718,1,1.29
"Josh Minott",4687718,1,-5
"Josh Okogie",4065663,2,-0.43
"Josh Okogie",4065663,2,-0.23
"Josh Okogie",4065663,2,0.03
"Josh Okogie",4065663,2,0.27
"Josh Okogie",4065663,2,1.36
"Josh Richardson",56489,4,-2.14
"Josh Richardson",56489,4,-0.58
